id_pedido,id_cliente,data_pedido,valor_total,id_produto_associado,nome_cliente,email_cliente,pais,id_produto,produto_associado_nome,produto_associado_categoria,produto_associado_preco
5013,2918,2023-12-25,4054.61,425,Cliente 2918,cliente2918@exemplo.com,Argentina,425,Produto 425,Esportes,95.59
5014,1887,2024-08-04,4951.05,169,Cliente 1887,cliente1887@exemplo.com,Argentina,169,Produto 169,Eletrônicos,234.85
5015,4777,2024-11-23,958.75,182,Cliente 4777,cliente4777@exemplo.com,Canadá,182,Produto 182,Artigos para Casa,334.71
5016,4512,2024-08-02,2438.99,349,Cliente 4512,cliente4512@exemplo.com,Colômbia,349,Produto 349,Roupas,889.51
5017,2749,2024-10-14,3319.41,392,Cliente 2749,cliente2749@exemplo.com,Portugal,392,Produto 392,Artigos para Casa,419.07
5018,730,2024-10-14,1052.85,853,Cliente 730,cliente730@exemplo.com,Colômbia,853,Produto 853,Eletrônicos,310.55
5019,3314,2024-06-18,1048.68,270,Cliente 3314,cliente3314@exemplo.com,Portugal,270,Produto 270,Livros,730.94
5020,3596,2024-02-12,3266.18,36,Cliente 3596,cliente3596@exemplo.com,Peru,36,Produto 36,Livros,155.08
5021,1260,2024-06-01,1497.89,35,Cliente 1260,cliente1260@exemplo.com,Colômbia,35,Produto 35,Roupas,376.41
5022,4057,2023-02-05,689.57,910,Cliente 4057,cliente4057@exemplo.com,Espanha,910,Produto 910,Beleza,34.96
5023,426,2024-12-13,4153.67,657,Cliente 426,cliente426@exemplo.com,Chile,657,Produto 657,Eletrônicos,781.46
5024,4363,2023-11-29,3900.79,208,Cliente 4363,cliente4363@exemplo.com,Brasil,208,Produto 208,Beleza,816.06
5025,3477,2023-01-16,1040.26,505,Cliente 3477,cliente3477@exemplo.com,México,505,Produto 505,Esportes,557.15
5026,4950,2023-06-04,2554.09,558,Cliente 4950,cliente4950@exemplo.com,Argentina,558,Produto 558,Roupas,350.92
5027,1815,2024-05-17,2496.43,120,Cliente 1815,cliente1815@exemplo.com,Brasil,120,Produto 120,Alimentos,929.9
5028,1898,2024-09-30,3225.1,991,Cliente 1898,cliente1898@exemplo.com,Brasil,991,Produto 991,Roupas,78.61
5029,3075,2023-07-22,1283.89,739,Cliente 3075,cliente3075@exemplo.com,Colômbia,739,Produto 739,Livros,579.69
5030,3978,2023-12-29,4016.71,710,Cliente 3978,cliente3978@exemplo.com,Colômbia,710,Produto 710,Eletrônicos,618.15
5031,1108,2023-06-24,2656.81,558,Cliente 1108,cliente1108@exemplo.com,México,558,Produto 558,Roupas,350.92
5032,3105,2023-12-07,611.51,310,Cliente 3105,cliente3105@exemplo.com,Peru,310,Produto 310,Livros,287.21
5033,4770,2024-02-26,3751.21,69,Cliente 4770,cliente4770@exemplo.com,Brasil,69,Produto 69,Artigos para Casa,58.74
5034,226,2023-07-02,1141.72,840,Cliente 226,cliente226@exemplo.com,Colômbia,840,Produto 840,Alimentos,261.57
5035,2913,2023-01-23,3637.71,608,Cliente 2913,cliente2913@exemplo.com,Chile,608,Produto 608,Roupas,847.38
5036,3527,2023-05-02,1212.35,171,Cliente 3527,cliente3527@exemplo.com,Brasil,171,Produto 171,Brinquedos,501.38
5037,1340,2023-11-04,2729.55,973,Cliente 1340,cliente1340@exemplo.com,Peru,973,Produto 973,Esportes,332.29
5038,3156,2023-06-17,4187.28,649,Cliente 3156,cliente3156@exemplo.com,Chile,649,Produto 649,Eletrônicos,235.29
5039,3576,2023-04-08,1719.45,442,Cliente 3576,cliente3576@exemplo.com,Colômbia,442,Produto 442,Brinquedos,181.71
5040,3127,2023-01-12,3396.63,920,Cliente 3127,cliente3127@exemplo.com,Argentina,920,Produto 920,Artigos para Casa,335.68
5041,4762,2024-08-05,1662.08,511,Cliente 4762,cliente4762@exemplo.com,Chile,511,Produto 511,Beleza,97.92
5042,4669,2024-11-29,129.94,658,Cliente 4669,cliente4669@exemplo.com,Espanha,658,Produto 658,Esportes,531.8
5043,3515,2023-10-20,3700.34,116,Cliente 3515,cliente3515@exemplo.com,Colômbia,116,Produto 116,Brinquedos,251.42
5044,3792,2023-02-27,4406.38,711,Cliente 3792,cliente3792@exemplo.com,Peru,711,Produto 711,Alimentos,293.2
5045,636,2023-06-29,4849.5,463,Cliente 636,cliente636@exemplo.com,Portugal,463,Produto 463,Eletrônicos,909.86
5046,2658,2024-07-13,3785.69,736,Cliente 2658,cliente2658@exemplo.com,Colômbia,736,Produto 736,Roupas,611.89
5047,3110,2024-08-28,3421.27,755,Cliente 3110,cliente3110@exemplo.com,Colômbia,755,Produto 755,Artigos para Casa,90.07
5048,1018,2023-10-05,1158.08,980,Cliente 1018,cliente1018@exemplo.com,México,980,Produto 980,Livros,829.26
5049,4228,2024-09-30,4669.3,36,Cliente 4228,cliente4228@exemplo.com,Espanha,36,Produto 36,Livros,155.08
5050,3120,2024-01-05,394.87,553,Cliente 3120,cliente3120@exemplo.com,Portugal,553,Produto 553,Roupas,349.16
5051,772,2023-11-30,513.53,107,Cliente 772,cliente772@exemplo.com,Peru,107,Produto 107,Brinquedos,250.81
5052,622,2023-06-13,1766.09,97,Cliente 622,cliente622@exemplo.com,Colômbia,97,Produto 97,Artigos para Casa,566.2
5053,3667,2024-05-07,4026.88,79,Cliente 3667,cliente3667@exemplo.com,Espanha,79,Produto 79,Alimentos,996.2
5054,4603,2024-11-19,4345.13,813,Cliente 4603,cliente4603@exemplo.com,Chile,813,Produto 813,Brinquedos,170.23
5055,2322,2024-03-20,4083.37,663,Cliente 2322,cliente2322@exemplo.com,Argentina,663,Produto 663,Livros,688.8
5056,1357,2023-04-27,400.64,986,Cliente 1357,cliente1357@exemplo.com,Espanha,986,Produto 986,Livros,283.55
5057,141,2024-01-22,3287.23,797,Cliente 141,cliente141@exemplo.com,Portugal,797,Produto 797,Livros,264.38
5058,1758,2024-03-17,4805.64,256,Cliente 1758,cliente1758@exemplo.com,Colômbia,256,Produto 256,Beleza,889.64
5059,4885,2024-03-21,2353.9,744,Cliente 4885,cliente4885@exemplo.com,EUA,744,Produto 744,Alimentos,425.45
5060,1332,2024-12-26,986.91,893,Cliente 1332,cliente1332@exemplo.com,Brasil,893,Produto 893,Beleza,602.53
5061,889,2023-04-25,2241.15,84,Cliente 889,cliente889@exemplo.com,EUA,84,Produto 84,Brinquedos,284.01
5062,4342,2023-08-08,2016.02,920,Cliente 4342,cliente4342@exemplo.com,EUA,920,Produto 920,Artigos para Casa,335.68
5063,4449,2023-02-24,1454.04,989,Cliente 4449,cliente4449@exemplo.com,Brasil,989,Produto 989,Artigos para Casa,786.44
5064,4499,2023-12-06,3116.52,271,Cliente 4499,cliente4499@exemplo.com,EUA,271,Produto 271,Eletrônicos,78.68
5065,3564,2024-03-23,459.33,486,Cliente 3564,cliente3564@exemplo.com,Portugal,486,Produto 486,Brinquedos,294.99
5066,1626,2023-07-02,2207.89,836,Cliente 1626,cliente1626@exemplo.com,Argentina,836,Produto 836,Esportes,479.23
5067,1448,2023-04-10,1554.26,289,Cliente 1448,cliente1448@exemplo.com,Portugal,289,Produto 289,Alimentos,349.51
5068,1871,2023-01-19,3928.45,858,Cliente 1871,cliente1871@exemplo.com,Portugal,858,Produto 858,Roupas,926.41
5069,1307,2023-12-03,4254.44,883,Cliente 1307,cliente1307@exemplo.com,Argentina,883,Produto 883,Artigos para Casa,439.57
5070,4975,2023-10-27,2323.11,523,Cliente 4975,cliente4975@exemplo.com,EUA,523,Produto 523,Alimentos,687.34
5071,4690,2023-02-21,1087.07,247,Cliente 4690,cliente4690@exemplo.com,Portugal,247,Produto 247,Esportes,306.45
5072,3519,2023-11-18,3558.42,140,Cliente 3519,cliente3519@exemplo.com,Portugal,140,Produto 140,Esportes,831.28
5073,737,2023-04-11,4493.55,348,Cliente 737,cliente737@exemplo.com,Portugal,348,Produto 348,Livros,461.98
5074,322,2024-06-07,2614.02,183,Cliente 322,cliente322@exemplo.com,México,183,Produto 183,Alimentos,94.34
5075,4625,2024-06-04,2382.38,339,Cliente 4625,cliente4625@exemplo.com,México,339,Produto 339,Esportes,728.67
5076,158,2023-07-18,2422.27,667,Cliente 158,cliente158@exemplo.com,Peru,667,Produto 667,Alimentos,934.91
5077,4941,2023-07-11,1233.38,605,Cliente 4941,cliente4941@exemplo.com,Argentina,605,Produto 605,Artigos para Casa,601.28
5078,4339,2024-12-07,725.28,535,Cliente 4339,cliente4339@exemplo.com,Peru,535,Produto 535,Roupas,5.72
5079,4553,2023-11-02,2876.63,630,Cliente 4553,cliente4553@exemplo.com,Portugal,630,Produto 630,Brinquedos,626.13
5080,900,2023-05-25,930.83,135,Cliente 900,cliente900@exemplo.com,Portugal,135,Produto 135,Eletrônicos,31.8
5081,3426,2023-12-19,1298.51,360,Cliente 3426,cliente3426@exemplo.com,Espanha,360,Produto 360,Esportes,633.79
5082,77,2024-03-24,1019.67,683,Cliente 77,cliente77@exemplo.com,México,683,Produto 683,Eletrônicos,921.74
5083,2623,2023-02-02,4551.33,247,Cliente 2623,cliente2623@exemplo.com,Colômbia,247,Produto 247,Esportes,306.45
5084,75,2023-11-29,1834.68,95,Cliente 75,cliente75@exemplo.com,Canadá,95,Produto 95,Roupas,239.02
5085,3723,2024-09-07,3747.65,675,Cliente 3723,cliente3723@exemplo.com,Peru,675,Produto 675,Alimentos,894.34
5086,4642,2024-08-27,4301.78,975,Cliente 4642,cliente4642@exemplo.com,Colômbia,975,Produto 975,Roupas,721.48
5087,2268,2023-06-25,1958.01,233,Cliente 2268,cliente2268@exemplo.com,Portugal,233,Produto 233,Roupas,801.74
5088,3795,2024-03-27,3787.26,352,Cliente 3795,cliente3795@exemplo.com,Espanha,352,Produto 352,Brinquedos,696.91
5089,2290,2023-07-02,4184.18,305,Cliente 2290,cliente2290@exemplo.com,Chile,305,Produto 305,Beleza,319.47
5090,32,2024-02-26,3247.16,15,Cliente 32,cliente32@exemplo.com,Portugal,15,Produto 15,Artigos para Casa,715.96
5091,2477,2023-08-16,1626.32,295,Cliente 2477,cliente2477@exemplo.com,Argentina,295,Produto 295,Beleza,231.21
5092,4979,2023-12-14,4807.27,454,Cliente 4979,cliente4979@exemplo.com,Portugal,454,Produto 454,Livros,146.29
5093,448,2023-05-21,715.58,299,Cliente 448,cliente448@exemplo.com,Argentina,299,Produto 299,Beleza,337.94
5094,4375,2023-06-08,2983.48,136,Cliente 4375,cliente4375@exemplo.com,Portugal,136,Produto 136,Artigos para Casa,137.68
5095,3518,2023-12-20,4838.94,316,Cliente 3518,cliente3518@exemplo.com,Colômbia,316,Produto 316,Roupas,73.26
5096,4005,2024-07-20,1256.88,264,Cliente 4005,cliente4005@exemplo.com,Colômbia,264,Produto 264,Beleza,102.88
5097,4956,2023-10-16,3905.94,874,Cliente 4956,cliente4956@exemplo.com,Espanha,874,Produto 874,Esportes,661.16
5098,18,2024-10-13,3987.43,320,Cliente 18,cliente18@exemplo.com,Chile,320,Produto 320,Beleza,965.77
5099,4105,2023-06-18,3402.73,73,Cliente 4105,cliente4105@exemplo.com,Chile,73,Produto 73,Beleza,702.62
5100,396,2023-04-09,1013.34,301,Cliente 396,cliente396@exemplo.com,México,301,Produto 301,Esportes,213.22
5101,3552,2024-04-25,3771.59,886,Cliente 3552,cliente3552@exemplo.com,Colômbia,886,Produto 886,Beleza,743.07
5102,567,2023-08-05,826.19,418,Cliente 567,cliente567@exemplo.com,Canadá,418,Produto 418,Roupas,641.95
5103,973,2023-01-23,3173.96,720,Cliente 973,cliente973@exemplo.com,EUA,720,Produto 720,Artigos para Casa,316.51
5104,1813,2024-01-27,2683.57,291,Cliente 1813,cliente1813@exemplo.com,Peru,291,Produto 291,Roupas,460.03
5105,2243,2024-04-22,3943.48,748,Cliente 2243,cliente2243@exemplo.com,EUA,748,Produto 748,Esportes,796.95
5106,3495,2023-05-04,2440.16,378,Cliente 3495,cliente3495@exemplo.com,Brasil,378,Produto 378,Alimentos,156.5
5107,4607,2023-11-05,1144.83,114,Cliente 4607,cliente4607@exemplo.com,Colômbia,114,Produto 114,Artigos para Casa,699.07
5108,2414,2024-01-30,4005.35,590,Cliente 2414,cliente2414@exemplo.com,Chile,590,Produto 590,Esportes,973.03
5109,526,2023-01-30,3536.24,675,Cliente 526,cliente526@exemplo.com,Espanha,675,Produto 675,Alimentos,894.34
5110,552,2023-05-16,559.77,238,Cliente 552,cliente552@exemplo.com,Peru,238,Produto 238,Roupas,670.07
5111,3791,2023-07-22,1714.23,399,Cliente 3791,cliente3791@exemplo.com,Chile,399,Produto 399,Beleza,214.18
5112,2439,2024-04-07,753.84,403,Cliente 2439,cliente2439@exemplo.com,Espanha,403,Produto 403,Livros,405.1
5113,4909,2023-01-12,3122.15,489,Cliente 4909,cliente4909@exemplo.com,Brasil,489,Produto 489,Beleza,164.99
5114,1468,2023-01-03,1202.49,783,Cliente 1468,cliente1468@exemplo.com,Peru,783,Produto 783,Beleza,103.9
5115,4367,2024-07-09,1149.3,116,Cliente 4367,cliente4367@exemplo.com,Argentina,116,Produto 116,Brinquedos,251.42
5116,1318,2024-12-23,100.74,165,Cliente 1318,cliente1318@exemplo.com,Colômbia,165,Produto 165,Beleza,337.47
5117,4847,2023-10-01,859.5,239,Cliente 4847,cliente4847@exemplo.com,Peru,239,Produto 239,Roupas,380.36
5118,2766,2023-03-18,3183.85,94,Cliente 2766,cliente2766@exemplo.com,EUA,94,Produto 94,Livros,100.48
5119,3033,2023-05-26,1124.77,848,Cliente 3033,cliente3033@exemplo.com,Brasil,848,Produto 848,Esportes,607.86
5120,1795,2024-06-25,1828.91,81,Cliente 1795,cliente1795@exemplo.com,EUA,81,Produto 81,Beleza,7.27
5121,974,2024-05-30,2313.84,765,Cliente 974,cliente974@exemplo.com,México,765,Produto 765,Livros,196.98
5122,176,2023-10-19,4965.29,932,Cliente 176,cliente176@exemplo.com,Brasil,932,Produto 932,Eletrônicos,810.26
5123,1675,2023-08-26,3016.67,224,Cliente 1675,cliente1675@exemplo.com,Brasil,224,Produto 224,Roupas,594.14
5124,4286,2023-12-04,2694.76,87,Cliente 4286,cliente4286@exemplo.com,EUA,87,Produto 87,Beleza,265.75
5125,3696,2023-04-05,4243.11,823,Cliente 3696,cliente3696@exemplo.com,EUA,823,Produto 823,Beleza,816.12
5126,1558,2023-12-09,3881.91,379,Cliente 1558,cliente1558@exemplo.com,México,379,Produto 379,Brinquedos,743.97
5127,3887,2023-08-30,1955.51,656,Cliente 3887,cliente3887@exemplo.com,Peru,656,Produto 656,Artigos para Casa,847.63
5128,2143,2024-12-20,1064.95,805,Cliente 2143,cliente2143@exemplo.com,Colômbia,805,Produto 805,Livros,490.29
5129,1732,2023-06-14,228.73,361,Cliente 1732,cliente1732@exemplo.com,Argentina,361,Produto 361,Brinquedos,890.08
5130,3186,2024-11-11,3435.65,482,Cliente 3186,cliente3186@exemplo.com,Espanha,482,Produto 482,Roupas,179.1
5131,4491,2024-06-24,414.94,383,Cliente 4491,cliente4491@exemplo.com,Canadá,383,Produto 383,Alimentos,126.24
5132,3014,2023-04-21,304.28,367,Cliente 3014,cliente3014@exemplo.com,Peru,367,Produto 367,Brinquedos,326.51
5133,126,2023-10-21,1859.55,705,Cliente 126,cliente126@exemplo.com,Portugal,705,Produto 705,Livros,140.14
5134,3638,2024-05-24,3502.71,170,Cliente 3638,cliente3638@exemplo.com,Colômbia,170,Produto 170,Roupas,662.95
5135,4867,2023-09-29,4882.93,532,Cliente 4867,cliente4867@exemplo.com,Portugal,532,Produto 532,Eletrônicos,811.66
5136,4452,2023-10-18,362.41,820,Cliente 4452,cliente4452@exemplo.com,México,820,Produto 820,Roupas,962.24
5137,1799,2024-09-01,1145.85,767,Cliente 1799,cliente1799@exemplo.com,Brasil,767,Produto 767,Alimentos,945.27
5138,4807,2023-10-05,4080.35,698,Cliente 4807,cliente4807@exemplo.com,Peru,698,Produto 698,Livros,376.13
5139,487,2024-12-02,279.17,947,Cliente 487,cliente487@exemplo.com,Canadá,947,Produto 947,Beleza,15.21
5140,1106,2023-11-13,3233.17,589,Cliente 1106,cliente1106@exemplo.com,Portugal,589,Produto 589,Esportes,645.47
5141,1346,2023-05-31,2389.68,113,Cliente 1346,cliente1346@exemplo.com,Chile,113,Produto 113,Esportes,207.91
5142,2106,2024-04-06,3279.15,735,Cliente 2106,cliente2106@exemplo.com,Espanha,735,Produto 735,Artigos para Casa,17.81
5143,4061,2023-03-11,1211.58,61,Cliente 4061,cliente4061@exemplo.com,México,61,Produto 61,Livros,792.38
5144,926,2023-04-27,3815.89,994,Cliente 926,cliente926@exemplo.com,Chile,994,Produto 994,Brinquedos,260.13
5145,1370,2024-09-14,1567.54,911,Cliente 1370,cliente1370@exemplo.com,México,911,Produto 911,Esportes,654.5
5146,3638,2023-03-12,1505.47,127,Cliente 3638,cliente3638@exemplo.com,Colômbia,127,Produto 127,Beleza,374.68
5147,4193,2024-09-04,2975.06,48,Cliente 4193,cliente4193@exemplo.com,Espanha,48,Produto 48,Eletrônicos,990.65
5148,2846,2024-01-29,4673.48,102,Cliente 2846,cliente2846@exemplo.com,Chile,102,Produto 102,Brinquedos,657.44
5149,3648,2024-01-17,3569.21,330,Cliente 3648,cliente3648@exemplo.com,Brasil,330,Produto 330,Brinquedos,149.24
5150,4412,2023-07-17,1556.01,733,Cliente 4412,cliente4412@exemplo.com,Colômbia,733,Produto 733,Beleza,187.5
5151,3826,2023-10-17,2981.75,224,Cliente 3826,cliente3826@exemplo.com,EUA,224,Produto 224,Roupas,594.14
5152,1845,2023-03-07,2873.38,639,Cliente 1845,cliente1845@exemplo.com,México,639,Produto 639,Esportes,948.03
5153,4312,2023-02-19,3819.24,276,Cliente 4312,cliente4312@exemplo.com,México,276,Produto 276,Artigos para Casa,829.2
5154,1499,2023-12-13,3736.02,292,Cliente 1499,cliente1499@exemplo.com,Brasil,292,Produto 292,Roupas,412.76
5155,3554,2024-03-16,1635.94,688,Cliente 3554,cliente3554@exemplo.com,Espanha,688,Produto 688,Roupas,763.63
5156,3812,2023-04-03,2675.18,29,Cliente 3812,cliente3812@exemplo.com,Portugal,29,Produto 29,Beleza,397.26
5157,4688,2023-03-26,2217.99,194,Cliente 4688,cliente4688@exemplo.com,Canadá,194,Produto 194,Roupas,998.0
5158,322,2023-01-03,2102.15,546,Cliente 322,cliente322@exemplo.com,México,546,Produto 546,Alimentos,846.08
5159,1320,2023-05-27,423.96,453,Cliente 1320,cliente1320@exemplo.com,Chile,453,Produto 453,Artigos para Casa,663.7
5160,4915,2024-11-29,3415.67,305,Cliente 4915,cliente4915@exemplo.com,Peru,305,Produto 305,Beleza,319.47
5161,276,2023-07-22,2619.84,269,Cliente 276,cliente276@exemplo.com,Chile,269,Produto 269,Brinquedos,211.57
5162,2165,2024-10-30,642.83,800,Cliente 2165,cliente2165@exemplo.com,Brasil,800,Produto 800,Artigos para Casa,795.55
5163,1340,2024-09-17,1906.24,691,Cliente 1340,cliente1340@exemplo.com,Peru,691,Produto 691,Livros,819.62
5164,3049,2024-09-16,3542.52,716,Cliente 3049,cliente3049@exemplo.com,Brasil,716,Produto 716,Livros,28.61
5165,4075,2024-10-27,395.49,484,Cliente 4075,cliente4075@exemplo.com,México,484,Produto 484,Eletrônicos,231.62
5166,119,2023-09-04,1830.27,673,Cliente 119,cliente119@exemplo.com,Peru,673,Produto 673,Alimentos,339.05
5167,237,2023-05-26,4759.03,107,Cliente 237,cliente237@exemplo.com,Canadá,107,Produto 107,Brinquedos,250.81
5168,4257,2023-09-01,1845.76,241,Cliente 4257,cliente4257@exemplo.com,Portugal,241,Produto 241,Roupas,606.68
5169,1065,2024-01-28,4481.76,595,Cliente 1065,cliente1065@exemplo.com,Portugal,595,Produto 595,Eletrônicos,625.86
5170,153,2023-07-25,4639.2,395,Cliente 153,cliente153@exemplo.com,Portugal,395,Produto 395,Beleza,577.46
5171,891,2023-12-12,875.67,562,Cliente 891,cliente891@exemplo.com,Argentina,562,Produto 562,Artigos para Casa,613.98
5172,696,2023-11-04,1651.87,943,Cliente 696,cliente696@exemplo.com,Colômbia,943,Produto 943,Beleza,193.61
5173,1094,2023-12-06,1903.28,386,Cliente 1094,cliente1094@exemplo.com,Colômbia,386,Produto 386,Eletrônicos,92.8
5174,3166,2024-10-17,3028.31,138,Cliente 3166,cliente3166@exemplo.com,EUA,138,Produto 138,Eletrônicos,273.41
5175,2118,2023-09-11,3829.1,729,Cliente 2118,cliente2118@exemplo.com,Peru,729,Produto 729,Alimentos,528.6
5176,1201,2024-03-19,2143.96,62,Cliente 1201,cliente1201@exemplo.com,Chile,62,Produto 62,Alimentos,753.74
5177,1310,2023-07-08,720.3,341,Cliente 1310,cliente1310@exemplo.com,Colômbia,341,Produto 341,Artigos para Casa,311.61
5178,3339,2024-10-29,4299.44,432,Cliente 3339,cliente3339@exemplo.com,EUA,432,Produto 432,Brinquedos,712.15
5179,4750,2023-07-18,3032.33,926,Cliente 4750,cliente4750@exemplo.com,Portugal,926,Produto 926,Esportes,341.9
5180,3125,2024-01-08,1111.22,241,Cliente 3125,cliente3125@exemplo.com,Peru,241,Produto 241,Roupas,606.68
5181,3682,2024-10-15,1381.58,363,Cliente 3682,cliente3682@exemplo.com,Brasil,363,Produto 363,Eletrônicos,856.69
5182,4564,2023-01-02,155.0,796,Cliente 4564,cliente4564@exemplo.com,Colômbia,796,Produto 796,Eletrônicos,215.88
5183,2541,2023-09-11,4226.49,127,Cliente 2541,cliente2541@exemplo.com,Canadá,127,Produto 127,Beleza,374.68
5184,1399,2023-06-24,1195.55,407,Cliente 1399,cliente1399@exemplo.com,Portugal,407,Produto 407,Eletrônicos,172.32
5185,2029,2023-05-30,1957.15,458,Cliente 2029,cliente2029@exemplo.com,Canadá,458,Produto 458,Esportes,902.16
5186,1852,2023-07-23,2454.61,96,Cliente 1852,cliente1852@exemplo.com,Portugal,96,Produto 96,Alimentos,332.63
5187,924,2024-09-03,4980.71,22,Cliente 924,cliente924@exemplo.com,EUA,22,Produto 22,Alimentos,766.58
5188,2568,2024-01-08,4726.78,469,Cliente 2568,cliente2568@exemplo.com,Portugal,469,Produto 469,Livros,814.43
5189,3011,2023-04-01,1580.89,636,Cliente 3011,cliente3011@exemplo.com,Argentina,636,Produto 636,Artigos para Casa,772.39
5190,1147,2023-01-31,4558.97,919,Cliente 1147,cliente1147@exemplo.com,Canadá,919,Produto 919,Artigos para Casa,145.57
5191,3484,2024-05-28,4625.57,849,Cliente 3484,cliente3484@exemplo.com,Espanha,849,Produto 849,Eletrônicos,538.17
5192,2331,2024-12-13,2274.45,543,Cliente 2331,cliente2331@exemplo.com,Brasil,543,Produto 543,Brinquedos,239.51
5193,1533,2023-01-27,3332.47,585,Cliente 1533,cliente1533@exemplo.com,EUA,585,Produto 585,Beleza,931.32
5194,3011,2024-09-29,14.02,344,Cliente 3011,cliente3011@exemplo.com,Argentina,344,Produto 344,Livros,995.52
5195,4305,2023-06-07,3160.33,537,Cliente 4305,cliente4305@exemplo.com,EUA,537,Produto 537,Beleza,174.16
5196,4373,2023-10-08,3611.82,894,Cliente 4373,cliente4373@exemplo.com,Canadá,894,Produto 894,Esportes,852.98
5197,572,2024-10-07,561.29,12,Cliente 572,cliente572@exemplo.com,Argentina,12,Produto 12,Eletrônicos,758.69
5198,1065,2024-03-02,2298.25,864,Cliente 1065,cliente1065@exemplo.com,Portugal,864,Produto 864,Brinquedos,614.72
5199,3165,2023-12-08,326.2,364,Cliente 3165,cliente3165@exemplo.com,Espanha,364,Produto 364,Roupas,683.74
5200,4547,2024-04-15,4443.36,825,Cliente 4547,cliente4547@exemplo.com,Colômbia,825,Produto 825,Beleza,161.6
5201,7,2023-03-14,632.36,325,Cliente 7,cliente7@exemplo.com,Espanha,325,Produto 325,Beleza,652.44
5202,1134,2023-11-07,3225.31,951,Cliente 1134,cliente1134@exemplo.com,EUA,951,Produto 951,Alimentos,282.75
5203,2015,2023-06-21,3656.45,681,Cliente 2015,cliente2015@exemplo.com,Chile,681,Produto 681,Artigos para Casa,443.79
5204,1755,2023-01-22,3690.85,593,Cliente 1755,cliente1755@exemplo.com,Brasil,593,Produto 593,Artigos para Casa,804.5
5205,403,2023-04-22,4316.84,954,Cliente 403,cliente403@exemplo.com,EUA,954,Produto 954,Beleza,994.64
5206,4938,2024-10-05,2347.67,711,Cliente 4938,cliente4938@exemplo.com,Brasil,711,Produto 711,Alimentos,293.2
5207,1386,2024-10-31,2687.24,92,Cliente 1386,cliente1386@exemplo.com,EUA,92,Produto 92,Artigos para Casa,508.05
5208,4787,2024-11-11,2350.38,937,Cliente 4787,cliente4787@exemplo.com,Canadá,937,Produto 937,Roupas,17.78
5209,2799,2024-06-13,3797.11,127,Cliente 2799,cliente2799@exemplo.com,Brasil,127,Produto 127,Beleza,374.68
5210,2419,2023-11-08,4714.25,145,Cliente 2419,cliente2419@exemplo.com,México,145,Produto 145,Esportes,446.57
5211,2481,2024-11-16,1931.33,644,Cliente 2481,cliente2481@exemplo.com,Portugal,644,Produto 644,Livros,306.79
5212,480,2023-03-24,2971.34,308,Cliente 480,cliente480@exemplo.com,Canadá,308,Produto 308,Livros,578.47
5213,3013,2024-01-12,347.93,212,Cliente 3013,cliente3013@exemplo.com,Portugal,212,Produto 212,Beleza,301.66
5214,3870,2024-10-20,2612.17,979,Cliente 3870,cliente3870@exemplo.com,Brasil,979,Produto 979,Eletrônicos,297.82
5215,4266,2023-08-31,3405.78,640,Cliente 4266,cliente4266@exemplo.com,Argentina,640,Produto 640,Roupas,960.32
5216,3263,2023-10-04,4925.53,800,Cliente 3263,cliente3263@exemplo.com,Chile,800,Produto 800,Artigos para Casa,795.55
5217,2103,2023-03-30,1616.04,729,Cliente 2103,cliente2103@exemplo.com,Brasil,729,Produto 729,Alimentos,528.6
5218,3151,2023-12-22,4600.16,863,Cliente 3151,cliente3151@exemplo.com,EUA,863,Produto 863,Livros,837.91
5219,1966,2024-10-12,782.89,29,Cliente 1966,cliente1966@exemplo.com,Argentina,29,Produto 29,Beleza,397.26
5220,1368,2023-01-10,2000.05,537,Cliente 1368,cliente1368@exemplo.com,México,537,Produto 537,Beleza,174.16
5221,4577,2023-11-24,4603.51,78,Cliente 4577,cliente4577@exemplo.com,EUA,78,Produto 78,Brinquedos,734.03
5222,374,2024-10-21,3637.84,994,Cliente 374,cliente374@exemplo.com,México,994,Produto 994,Brinquedos,260.13
5223,3757,2024-08-13,461.21,587,Cliente 3757,cliente3757@exemplo.com,Colômbia,587,Produto 587,Roupas,551.91
5224,1499,2024-12-29,1448.94,663,Cliente 1499,cliente1499@exemplo.com,Brasil,663,Produto 663,Livros,688.8
5225,1873,2023-10-09,3154.77,283,Cliente 1873,cliente1873@exemplo.com,Canadá,283,Produto 283,Roupas,615.68
5226,1847,2024-05-23,915.06,956,Cliente 1847,cliente1847@exemplo.com,Chile,956,Produto 956,Artigos para Casa,629.34
5227,3302,2023-10-12,3592.75,100,Cliente 3302,cliente3302@exemplo.com,Chile,100,Produto 100,Artigos para Casa,513.71
5228,3097,2024-03-10,500.67,782,Cliente 3097,cliente3097@exemplo.com,Peru,782,Produto 782,Eletrônicos,51.77
5229,3974,2023-01-10,4498.54,100,Cliente 3974,cliente3974@exemplo.com,Peru,100,Produto 100,Artigos para Casa,513.71
5230,2333,2024-03-14,4803.86,699,Cliente 2333,cliente2333@exemplo.com,Argentina,699,Produto 699,Alimentos,591.82
5231,4747,2024-07-22,1877.31,748,Cliente 4747,cliente4747@exemplo.com,Portugal,748,Produto 748,Esportes,796.95
5232,1303,2023-04-26,4665.15,222,Cliente 1303,cliente1303@exemplo.com,Chile,222,Produto 222,Esportes,877.43
5233,2640,2024-07-02,4949.93,512,Cliente 2640,cliente2640@exemplo.com,Colômbia,512,Produto 512,Livros,214.09
